Performance,Video URL
1.106,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-999607261342550
2.2447,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-997580728807604
2.0126,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992418235673669
1.7708,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405
0.6293,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-991636695150147
0.3461,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989969399547901
2.2595,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989930303148492
1.1227,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989654009083459
1.6355,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989600295478567
0.6434,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989284361966196
1.974,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-988185795921355
1.5009,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987643572956494
1.4025,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987287402378278
0.333,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987232088920289
1.8499,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-986360206629277
2.263,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-983335896508749
0.4711,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-978448136455993
1.8942,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-977008307250628
0.429,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-975523146942238
1.5853,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-967731231014052
1.5842,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-966715248087290
2.0997,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-966458824582483
1.8586,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-966019214364727
0.5496,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-965108935263649
0.3276,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-964733417506862
0.3814,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872
0.3103,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-960884234555681
1.393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407
1.3293,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958675741960412
1.5975,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958267042213267
0.6777,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-954832972830686
0.6267,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-954440782897187
1.1695,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-951885082053340
0.2189,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-951491629353387
0.924,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-946181943065342
2.1427,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-944981830978756
0.625,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-944755280756437
2.0133,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-944160410298140
1.4262,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664
1.9896,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942524046763053
1.4343,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-940634710428411
0.743,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-939795907980426
0.7173,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-938232524809973
0.6871,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937508703912579
0.2011,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937410954343974
0.9191,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935558767885747
1.6515,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935530867630269
2.0666,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935168780798574
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933913194646448
0.7001,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933773150951550
0.5158,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932703258597949
2.2497,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932296771464171
2.2362,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932085787962122
2.0555,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932038864470963
2.2847,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-930116227971248
1.8266,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929830031529018
0.9358,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929511878466995
1.3256,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929300948587514
0.3247,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925596815118953
0.4572,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638
1.9042,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924865635226814
1.8667,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924585008982148
1.7492,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621652523105267
0.2689,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621266003076530
1.2383,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620702145697389
1.2875,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620154813059921
0.9139,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-618555366744628
1.8351,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6174004652651971
0.7379,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-617288786873081
0.3688,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6172742522782221
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613417017284998
0.6284,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613197413789434
1.541,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613152173490344
1.1942,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612555930635832
0.5582,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612426467555072
0.2946,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-611188517518682
2.1881,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6107397609317402
1.7413,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6096104653784047
1.1599,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-606237444463640
1.4393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-605272664726548
0.2606,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6046690562050296
1.2,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604285914607200
1.5304,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137
0.4917,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-603099807587246
0.2123,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911926190614858
1.887,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911482386703699
1.9529,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911172609864769
0.8536,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-910958533691058
0.8701,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909937876815529
1.517,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909110383822260
0.3052,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909067460285978
0.5691,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-907416560296782
0.9162,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906909830682725
0.5857,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906506897404894
0.9664,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905844110841635
0.239,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399
2.1973,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905545323817883
2.2575,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904815481005158
2.2526,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904480964010630
0.2472,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904174908300812
0.7601,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903960640750545
0.826,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903913985069116
0.3204,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903060767715541
1.2998,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902843234362370
1.3935,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089
0.8817521551,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902309670925392
0.267311074,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-9020567984620018
0.3743068003,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901695498551491
0.9245755547,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901272811190482
0.9469183258,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899987727789409
1.278273956,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8995485367146316
0.9392801164,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899155277883965
0.9888059618,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898967424867870
0.3518038478,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898402801287469
0.77573357,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898103501380741
1.183364424,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897680994566577
1.378907529,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897088088160051
0.3397933284,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896843165102015
0.8092696005,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896598988012982
0.5210467168,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896589688256009
1.310179875,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-895042408159688
0.7518917023,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559812351386
1.139515045,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559522288371
0.4610414809,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894457734962164
1.110912273,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894066258497958
0.7769599293,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893539262677484
1.403496568,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893173505441981
0.7257178908,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-892383375224287
0.4829535253,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891684945300160
0.05860270498,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891661008828094
1.558247156,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891391212618023
0.5665741603,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890166872024685
0.4286070326,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890005255637433
0.1576650695,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889728479746704
1.421227821,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889604775414234
1.475203966,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889375178765113
1.763656321,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888593019388197
1.653082489,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855
0.8239457617,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888062106715252
0.6636135996,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888056015719840
0.9498040612,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-887363366529815
1.678869731,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886609482926268
1.074259104,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886049645973007
1.793412268,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885689066019680
0.1745328683,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885670366433640
0.641321235,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885209946993560
0.6832086781,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679
1.070312483,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883246492824014
1.1823744,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882993126248062
0.03803606928,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8828692983838031
1.453819848,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882867522830120
1.188541695,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882019143545185
1.518798094,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881925359723909
0.309168715,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8816515918390519
1.452168603,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881342303358042
0.9091792868,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881270063889884
0.9864087273,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8806609246079208
0.2913467482,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880568190186256
0.2851073145,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880340126836307
0.2870987069,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8796411607036992
0.2328677557,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879631723735807
1.315984584,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879049300656635
1.29439791,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877975993416760
1.523107187,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877662697022279
0.8909309488,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877511836784655
0.496262725,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877210454387561
1.543600895,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877129693575192
1.711040486,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490
0.3732197415,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876121221160846
0.2808299672,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-875485623676104
1.221921183,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925
1.573983468,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874747697073121
0.6878219607,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874543520932484
1.117325529,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874190910572544
0.7183121604,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874084244131796
0.03945200182,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873560550525047
0.685543458,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873317140849832
0.6651072001,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873043573965895
0.3294920747,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872760463806517
0.7902855257,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872400620956045
0.3756083545,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872222594086011
0.2241104754,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872188860590219
1.557127398,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871981848375866
0.546162923,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8715627171842855
0.1538328553,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871286287458461
1.50555305,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871185627435460
0.4222904071,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871075730546911
0.9800702322,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871037203883530
1.575773803,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-819765763526762
0.5602371301,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818776323774715
1.779398531,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818462803696191
0.6547105671,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817768845898837
1.67707961,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817763467176157
0.201492789,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817477363934899
0.04719603203,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817475239730695
0.5757625031,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817135236672734
0.7942481541,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-816335920524988
1.012342871,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-815391233916449
0.8909388326,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-814072014151046
1.702055838,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-813828049840959
0.9712224418,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-811606650922029
1.010260213,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8111507755613955
1.587795662,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8100667816697710
1.027149274,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-809480737932683
0.5507313425,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808321904744283
1.257926393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808097524590260
0.8865799329,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-807800198130528
0.2524569063,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-806751788307038
0.444009591,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8057957437624799
1.554690764,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803990118540094
1.533278654,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803897110603133
0.6089855864,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-802443478544141
0.04850779876,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8008073409211713
0.220966917,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-7995631707140182
1.675445622,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797179088937277
0.4529090132,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797024995612413
0.04042928906,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-796944101940903
0.2965935753,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-793257836073148
1.08137841,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-791572172961239
0.2596185149,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-790055392972248
1.307407864,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789793989900194
0.01422543922,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789715035654710
0.714099694,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-786610583313461
1.17155434,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-696006115320413
0.3063662546,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-695130362192250
1.780108652,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-694675672308301
0.8855153791,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-693988272279384
1.517035472,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691857912087615
0.532572684,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691581235967071
0.4971346572,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691252805779835
1.382723275,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690670309134450
0.3104700959,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690541956158254
1.168138714,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689771035910864
0.4988557382,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689599909618915
0.006297890202,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689363059404444
0.4687430966,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-688887926060399
1.541678083,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687665956347322
0.6281832846,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687024156350870
0.8894782274,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686488653080244
1.534240059,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686083626588321
0.175573616,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684364333171304
0.2907808855,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684264882912286
1.577537192,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6837957766319053
0.08188304132,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682791943270614
0.3232746781,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682596103528135
1.64070124,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680549530054789
0.9382128797,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680540137074841
0.1057157908,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680162593779089
1.606275436,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-679261516829908
0.6146068612,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-678133704039459
1.146933036,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-676770877464110
0.7299906521,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6764280623620361
0.04889962228,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-673961584214053
0.3209520748,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6720438181324436
0.2446664341,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-671839840899900
0.5703744828,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-429145826826558
1.47874505,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-427878012859864
0.3117940076,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-426644026275739
0.7015856481,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-425151876539382
1.182802982,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424802420355057
1.111616735,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424394867097391
0.7174387424,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1698824364241828
0.4363277689,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1693566687752051
0.6806789934,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1689212771862832
0.3720050479,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1685108828975354
1.507917629,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119706949586170
0.03849087668,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119272995406354
1.37552266,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1118763132933218